DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.22-22.39.32, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.612825ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_84, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AE2B0E4E4FFE60851CEF1BA3E8332E41__589A230AD2316D25A01538D118091574E305D88A, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=31.864401ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_61, CachedDataProbablyExists, Parent=DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_60, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.188168ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_85, CachedDataProbablyExists, Parent=DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_84, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.181753ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_62, GetCachedData, Parent=DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_60, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=38.711975ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_86, GetCachedData, Parent=DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_84, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=31.615507ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_78, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_66282CCF4E51F0348FF2DF9F0EB43652__7A10EE15B6AE5E8688B9BCECEDD7248C3372212C, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.395581ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_79, CachedDataProbablyExists, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_78, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.128724ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_80, GetCachedData, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_78, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.226654ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_81, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_66282CCF4E51F0348FF2DF9F0EB43652__E00B0413E1286E5976406260AD1BAF11DB25FC61, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=30.277815ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_82, CachedDataProbablyExists, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_81, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.127871ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_83, GetCachedData, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_81, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=30.007105ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_87, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AE2B0E4E4FFE60851CEF1BA3E8332E41__2BECC024CCD8562D53C5E65621A081E99D1313DD, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=14.861789ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_88, CachedDataProbablyExists, Parent=DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_87, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.162937ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_89, GetCachedData, Parent=DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_87, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=14.655657ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_63, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_2117EABA4A0BCA3544ABDBA3C50474CD__CD0F685E959A752D30FF13E96C085EE685DDF8B2, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=23.840353ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_64, CachedDataProbablyExists, Parent=DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_63, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.308335ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_65, GetCachedData, Parent=DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_63, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=23.475998ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_84, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_66282CCF4E51F0348FF2DF9F0EB43652__D390017ECFCA9BBEF4A293640576196B6FCEEA9B, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=33.601528ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_85, CachedDataProbablyExists, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_84, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.272840ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_86, GetCachedData, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_84, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=33.218781ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_90, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_7D0187D144E6F842DA548EA122978164__EBB7C133690F08B9DF77DE5F3CBFE393CADA3C9B, StartTime=2015.11.22-22.39.41, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.339556ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_91, CachedDataProbablyExists, Parent=DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_90, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.124022ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_92, GetCachedData, Parent=DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_90, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.177901ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_93, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_7D0187D144E6F842DA548EA122978164__D999B92F033500DB381233CD86E3101148BE1FD9, StartTime=2015.11.22-22.39.41, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=46.135605ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_94, CachedDataProbablyExists, Parent=DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_93, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.091091ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_95, GetCachedData, Parent=DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_93, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=45.919209ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_66, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_559F4B5A47CB6321D1C7909FD3A38A29__3BAD5D205E969A77DD66A6B4BEFEB27E1503529E, StartTime=2015.11.22-22.39.41, HierarchicalDDC, DataSize=3267 bytes, Retrieved=true, Duration=0.357945ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_67, CachedDataProbablyExists, Parent=DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_66, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.127442ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_68, GetCachedData, Parent=DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_66, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.193302ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_69, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_CEF903B34B7503FA87BEDA8535598962_0__CFB0EE3DC3211436F32E89B913A611A4E83177E7, StartTime=2015.11.22-22.39.41, HierarchicalDDC, DataSize=4410 bytes, Retrieved=true, Duration=10.674212ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_70, CachedDataProbablyExists, Parent=DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_69, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.097506ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_71, GetCachedData, Parent=DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_69, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=10.539927ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_87, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_66282CCF4E51F0348FF2DF9F0EB43652__0D67CD0808DB599351BBBB380C2FBFA171531EDF, StartTime=2015.11.22-22.39.41, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=10.537792ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_88, CachedDataProbablyExists, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_87, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.172772ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_89, GetCachedData, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_87, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=10.305576ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_72, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_CEF903B34B7503FA87BEDA8535598962_0__566C3585B63043690A8DBC2EC53B5615617BD06D, StartTime=2015.11.22-22.39.41, HierarchicalDDC, DataSize=524547 bytes, Retrieved=true, Duration=91.501862ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_73, CachedDataProbablyExists, Parent=DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_72, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.127438ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_74, GetCachedData, Parent=DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_72, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=90.935219ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_90, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_01F09F964EA73501186DE3B76DE1A2A0_0__BB567A575D5C26887B44792567B97F2A3AB14ACF, StartTime=2015.11.22-22.39.41, HierarchicalDDC, DataSize=4119 bytes, Retrieved=true, Duration=8.448709ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_91, CachedDataProbablyExists, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_90, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.121452ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_92, GetCachedData, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_90, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=8.286625ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_93, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_01F09F964EA73501186DE3B76DE1A2A0_0__7E4F2450CAF9B58099D31819AA3298EDBA47A10A, StartTime=2015.11.22-22.39.41, HierarchicalDDC, DataSize=131330 bytes, Retrieved=true, Duration=50.768787ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_94, CachedDataProbablyExists, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_93, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.150535ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_95, GetCachedData, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_93, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=50.425385ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_96, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_7D0187D144E6F842DA548EA122978164__CF93170451C77EFCC489B97042730EC293574A06, StartTime=2015.11.22-22.39.41, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=36.213200ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_97, CachedDataProbablyExists, Parent=DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_96, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.111192ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_98, GetCachedData, Parent=DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_96, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=36.039146ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_99, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_7D0187D144E6F842DA548EA122978164__76BA349EB6C5901D29A006AF0C3862A903A4FAE8, StartTime=2015.11.22-22.39.41, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=14.190801ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_100, CachedDataProbablyExists, Parent=DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_99, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.148822ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_101, GetCachedData, Parent=DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_99, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=13.996218ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_96, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_01F09F964EA73501186DE3B76DE1A2A0_0__92BF6728BB5EFD35A223FC68BC1D14682DA2B67E, StartTime=2015.11.22-22.39.41, HierarchicalDDC, DataSize=33026 bytes, Retrieved=true, Duration=0.815533ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_97, CachedDataProbablyExists, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_96, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.153955ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_102, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_829EF4D74EDD59EF7EC416A4C33EECB9_0__7E5E2964919EBC26B2954AECF9544B7133BF67DB, StartTime=2015.11.22-22.39.41, HierarchicalDDC, DataSize=4119 bytes, Retrieved=true, Duration=0.551246ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_103, CachedDataProbablyExists, Parent=DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_102, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.138562ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_98, GetCachedData, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_96, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.559367ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_104, GetCachedData, Parent=DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_102, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.352386ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_105, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_829EF4D74EDD59EF7EC416A4C33EECB9_0__D4099E936CA3F35D2DFAFD2ABD25F409677EADE3, StartTime=2015.11.22-22.39.41, HierarchicalDDC, DataSize=131330 bytes, Retrieved=true, Duration=64.893730ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_106, CachedDataProbablyExists, Parent=DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_105, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.132997ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_107, GetCachedData, Parent=DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_105, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=64.598221ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_99, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_01F09F964EA73501186DE3B76DE1A2A0_0__9970CF5DB480AD75DAC17BC2E159B23281470D57, StartTime=2015.11.22-22.39.41, HierarchicalDDC, DataSize=8449 bytes, Retrieved=true, Duration=0.412259ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_100, CachedDataProbablyExists, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_99, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.135139ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_101, GetCachedData, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_99, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.228796ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_102, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_F074C7D747ED7455908849915966865C_0__7D9C5DFE8E70C5F09FDBBB1BE577DD9EF4CC0BFD, StartTime=2015.11.22-22.39.41, HierarchicalDDC, DataSize=4119 bytes, Retrieved=true, Duration=0.358801ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_103, CachedDataProbablyExists, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_102, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.129148ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_104, GetCachedData, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_102, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.191160ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_105, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_F074C7D747ED7455908849915966865C_0__26CCA3298788F09F4F311A4ECFEBFCF7414033E3, StartTime=2015.11.22-22.39.41, HierarchicalDDC, DataSize=131330 bytes, Retrieved=true, Duration=39.002354ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_106, CachedDataProbablyExists, Parent=DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_105, StartTime=2015.11.22-22.39.41, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.130434ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
