DDCTransactionId8F8EF4A145150446AF0856A8F174E586_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.21-18.15.53, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.566643ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_55, GetCachedData, Parent=DDCTransactionIdD58A150049C5906E338CB4942C51973F_53, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.527296ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_42, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_46BE91384BAF17181BDA5B9F5E6BE__22C10AC4543DBFFC8327E793967DBCBD48F50646, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.489235ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_43, CachedDataProbablyExists, Parent=DDCTransactionId8A81A6E84AD980113F149DA5845F564F_42, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.095796ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_56, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E3AA401D4F48FD4F0C31A8928EF50__9BFA5515CB49461DC305B69A808F7F8A8CC55935, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.340838ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_57, CachedDataProbablyExists, Parent=DDCTransactionId31E494414FD272DDB2206A8594209940_56, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.115469ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_44, GetCachedData, Parent=DDCTransactionId8A81A6E84AD980113F149DA5845F564F_42, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.353672ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_58, GetCachedData, Parent=DDCTransactionId31E494414FD272DDB2206A8594209940_56, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.182610ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_56, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FCC8D1AF42B9F47B593F7E892FE59__C7D1F9059BDEEA66B8ADE6A23D5B39E4C51C0946, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.376765ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_59, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AE2B0E4E4FFE60851CEF1BA3E8332E41__A073DA4F4029A34F21E4C241D83A1A5586C6DD4E, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=4437 bytes, Retrieved=true, Duration=0.331856ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_60, CachedDataProbablyExists, Parent=DDCTransactionId31E494414FD272DDB2206A8594209940_59, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.107769ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_57, CachedDataProbablyExists, Parent=DDCTransactionIdD58A150049C5906E338CB4942C51973F_56, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.098787ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_45, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_D140D4CA49D396A2397E9DAF7A3B3114__CB80ED2EFB188904361EF3261DA9119061F556C9, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.237346ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_46, CachedDataProbablyExists, Parent=DDCTransactionId8A81A6E84AD980113F149DA5845F564F_45, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.082538ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_58, GetCachedData, Parent=DDCTransactionIdD58A150049C5906E338CB4942C51973F_56, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.227083ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_61, GetCachedData, Parent=DDCTransactionId31E494414FD272DDB2206A8594209940_59, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.191160ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_47, GetCachedData, Parent=DDCTransactionId8A81A6E84AD980113F149DA5845F564F_45, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.128295ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_48, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_D140D4CA49D396A2397E9DAF7A3B3114__E0D6D1AA0D214844736CB16B0835B3C497E87653, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=0.363078ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_49, CachedDataProbablyExists, Parent=DDCTransactionId8A81A6E84AD980113F149DA5845F564F_48, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.076551ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_62, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AE2B0E4E4FFE60851CEF1BA3E8332E41__76DAD1DF5CED43445B38746E8D07D39D73BCA6F8, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=524550 bytes, Retrieved=true, Duration=1.132853ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_63, CachedDataProbablyExists, Parent=DDCTransactionId31E494414FD272DDB2206A8594209940_62, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.112899ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_50, GetCachedData, Parent=DDCTransactionId8A81A6E84AD980113F149DA5845F564F_48, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.176191ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_59, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_2117EABA4A0BCA3544ABDBA3C50474CD__EAD106A524F8974E823F695194309AC5CD7E64BD, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.337418ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_60, CachedDataProbablyExists, Parent=DDCTransactionIdD58A150049C5906E338CB4942C51973F_59, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.094511ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_64, GetCachedData, Parent=DDCTransactionId31E494414FD272DDB2206A8594209940_62, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.628222ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_61, GetCachedData, Parent=DDCTransactionIdD58A150049C5906E338CB4942C51973F_59, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.206981ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_51, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_D140D4CA49D396A2397E9DAF7A3B3114__D82AA5654F57C751B5CDF6CAED804E62CAEF76BE, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.343408ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_52, CachedDataProbablyExists, Parent=DDCTransactionId8A81A6E84AD980113F149DA5845F564F_51, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.100072ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_62, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_2117EABA4A0BCA3544ABDBA3C50474CD__B5B173081A414C699A643EE4F5079D214E447C2E, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=0.482820ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_63, CachedDataProbablyExists, Parent=DDCTransactionIdD58A150049C5906E338CB4942C51973F_62, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.103492ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_53, GetCachedData, Parent=DDCTransactionId8A81A6E84AD980113F149DA5845F564F_51, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.188597ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_64, GetCachedData, Parent=DDCTransactionIdD58A150049C5906E338CB4942C51973F_62, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.253171ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_54, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_D140D4CA49D396A2397E9DAF7A3B3114__A67D7770B87233903917CAFA398D075EDA22612E, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.314754ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_55, CachedDataProbablyExists, Parent=DDCTransactionId8A81A6E84AD980113F149DA5845F564F_54, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.106059ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_56, GetCachedData, Parent=DDCTransactionId8A81A6E84AD980113F149DA5845F564F_54, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.173200ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_65, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_2117EABA4A0BCA3544ABDBA3C50474CD__1B87B33F9A24810FE3331DC6BC90F72356CCDF3C, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.347681ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_66, CachedDataProbablyExists, Parent=DDCTransactionIdD58A150049C5906E338CB4942C51973F_65, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.106484ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_57, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_66282CCF4E51F0348FF2DF9F0EB43652__7A10EE15B6AE5E8688B9BCECEDD7248C3372212C, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.705201ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_58, CachedDataProbablyExists, Parent=DDCTransactionId8A81A6E84AD980113F149DA5845F564F_57, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.096649ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_67, GetCachedData, Parent=DDCTransactionIdD58A150049C5906E338CB4942C51973F_65, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.189021ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_59, GetCachedData, Parent=DDCTransactionId8A81A6E84AD980113F149DA5845F564F_57, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.574768ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_68, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_2117EABA4A0BCA3544ABDBA3C50474CD__CD0F685E959A752D30FF13E96C085EE685DDF8B2, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.231359ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_69, CachedDataProbablyExists, Parent=DDCTransactionIdD58A150049C5906E338CB4942C51973F_68, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.077408ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_65, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AE2B0E4E4FFE60851CEF1BA3E8332E41__790828BB81937C174FB262419379DB494A41273D, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=0.514042ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_66, CachedDataProbablyExists, Parent=DDCTransactionId31E494414FD272DDB2206A8594209940_65, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.111617ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_70, GetCachedData, Parent=DDCTransactionIdD58A150049C5906E338CB4942C51973F_68, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.127438ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_67, GetCachedData, Parent=DDCTransactionId31E494414FD272DDB2206A8594209940_65, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.283107ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_71, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_7D0187D144E6F842DA548EA122978164__EBB7C133690F08B9DF77DE5F3CBFE393CADA3C9B, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.313900ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_72, CachedDataProbablyExists, Parent=DDCTransactionIdD58A150049C5906E338CB4942C51973F_71, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.099644ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_73, GetCachedData, Parent=DDCTransactionIdD58A150049C5906E338CB4942C51973F_71, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.179186ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_60, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_66282CCF4E51F0348FF2DF9F0EB43652__E00B0413E1286E5976406260AD1BAF11DB25FC61, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=0.465713ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_61, CachedDataProbablyExists, Parent=DDCTransactionId8A81A6E84AD980113F149DA5845F564F_60, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.096224ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_62, GetCachedData, Parent=DDCTransactionId8A81A6E84AD980113F149DA5845F564F_60, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.243761ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_74, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_7D0187D144E6F842DA548EA122978164__D999B92F033500DB381233CD86E3101148BE1FD9, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=0.772767ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_68, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AE2B0E4E4FFE60851CEF1BA3E8332E41__589A230AD2316D25A01538D118091574E305D88A, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.678260ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_75, CachedDataProbablyExists, Parent=DDCTransactionIdD58A150049C5906E338CB4942C51973F_74, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.094939ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_69, CachedDataProbablyExists, Parent=DDCTransactionId31E494414FD272DDB2206A8594209940_68, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.106487ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_76, GetCachedData, Parent=DDCTransactionIdD58A150049C5906E338CB4942C51973F_74, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.555523ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_70, GetCachedData, Parent=DDCTransactionId31E494414FD272DDB2206A8594209940_68, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.512756ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_63, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_66282CCF4E51F0348FF2DF9F0EB43652__D390017ECFCA9BBEF4A293640576196B6FCEEA9B, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=63.391495ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_64, CachedDataProbablyExists, Parent=DDCTransactionId8A81A6E84AD980113F149DA5845F564F_63, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.124875ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_65, GetCachedData, Parent=DDCTransactionId8A81A6E84AD980113F149DA5845F564F_63, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=63.211029ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_71, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AE2B0E4E4FFE60851CEF1BA3E8332E41__2BECC024CCD8562D53C5E65621A081E99D1313DD, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=63.030560ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_72, CachedDataProbablyExists, Parent=DDCTransactionId31E494414FD272DDB2206A8594209940_71, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.109050ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_73, GetCachedData, Parent=DDCTransactionId31E494414FD272DDB2206A8594209940_71, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=62.881729ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_77, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_7D0187D144E6F842DA548EA122978164__CF93170451C77EFCC489B97042730EC293574A06, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=62.889862ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_78, CachedDataProbablyExists, Parent=DDCTransactionIdD58A150049C5906E338CB4942C51973F_77, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.106912ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_79, GetCachedData, Parent=DDCTransactionIdD58A150049C5906E338CB4942C51973F_77, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=62.727356ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_66, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_66282CCF4E51F0348FF2DF9F0EB43652__0D67CD0808DB599351BBBB380C2FBFA171531EDF, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.600856ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_67, CachedDataProbablyExists, Parent=DDCTransactionId8A81A6E84AD980113F149DA5845F564F_66, StartTime=2015.11.21-18.16.00, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.110760ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_74, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_559F4B5A47CB6321D1C7909FD3A38A29__3BAD5D205E969A77DD66A6B4BEFEB27E1503529E, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=3267 bytes, Retrieved=true, Duration=0.352386ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_80, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_7D0187D144E6F842DA548EA122978164__76BA349EB6C5901D29A006AF0C3862A903A4FAE8, StartTime=2015.11.21-18.16.00, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.576902ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
